Region,State,District,Year,Quarter,Transaction_count,Transaction_amount,Latitude,Longitude
Southern Region,Andhra Pradesh,Srikakulam,2021,Q4,18501857,39713657870.15512,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2021,Q4,41921081,92256405076.26547,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q4,17253059,36577529464.9687,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q4,82711538,159530099772.73474,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q4,27858275,71323060008.47623,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q4,36129136,81239787006.64764,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q4,26340348,69081850069.2033,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q4,33235175,81292461575.08182,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2021,Q4,31782248,73968947669.64754,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2021,Q4,51119640,103985734663.73514,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2021,Q4,50919286,115553993673.17337,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q4,55489829,125015323207.89836,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2022,Q1,54738830,121067103712.79568,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2022,Q1,20990782,46898912115.649216,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2022,Q1,47645702,104895571602.13988,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2022,Q1,19278262,41994853361.58879,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2022,Q1,88233362,170120350591.26004,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2022,Q1,31340975,79494373254.71565,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2022,Q1,40613148,90197023268.43825,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2022,Q1,29783739,78421693518.90942,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2022,Q1,37271259,92397939903.60938,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2022,Q1,35093633,81568420500.54749,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2022,Q1,58561024,117900595508.634,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2022,Q1,57226996,129673727687.08942,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2022,Q1,61826199,139690081529.49048,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2022,Q2,62072845,135531452997.6391,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2022,Q2,23727353,53754764122.4327,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2022,Q2,54838708,121941082043.49483,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2022,Q2,21766135,47294745020.495636,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2022,Q2,101387402,193242841582.14285,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2022,Q2,36163507,90435082545.97766,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2022,Q2,46099366,102138758015.76915,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2022,Q2,33154559,87601310069.59737,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2022,Q2,44409239,107973244960.42824,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2022,Q2,40165692,92409350855.50198,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2022,Q2,67507661,136435445124.75616,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2022,Q2,66315749,147098141568.7623,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2022,Q2,73525814,163997729295.93134,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2022,Q3,61467134,129677722169.74829,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2022,Q3,22126541,46899962921.785614,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2022,Q3,42116582,95099325968.25972,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2022,Q3,20440645,42513313394.84207,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2022,Q3,97434546,181124419863.61444,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2022,Q3,35376080,87475230073.46387,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2022,Q3,45165363,97735649608.10074,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2022,Q3,33119038,86016932181.12372,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2022,Q3,43635951,101706854744.31876,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2022,Q3,39557913,88415335176.31995,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2022,Q3,65751781,133053581631.6395,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2022,Q3,65612317,141588522953.23773,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2022,Q3,71051144,153770559025.69125,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2022,Q4,68016055,136531110139.86256,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2022,Q4,23693779,47726411107.88628,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2022,Q4,42582064,92085916180.6851,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2022,Q4,22205190,44467386404.34758,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2022,Q4,103790055,185306149744.73108,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2022,Q4,37211077,88105031866.36835,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2022,Q4,48299601,101533878537.23433,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2022,Q4,35201596,87360426792.81667,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2022,Q4,47919930,105335724990.59325,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2022,Q4,43524766,94667441029.08345,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2022,Q4,70322534,136840859888.18155,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2022,Q4,70723763,146938735166.52365,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2022,Q4,76526667,157826011193.35443,16.21399145,81.02572814
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2018,Q1,1356,1076236.814073793,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2018,Q1,1477,3650727.893614269,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q1,2321,4361531.578447229,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q1,1887,4796675.565399804,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Kamle,2018,Q1,14,7971.330494807651,27.761387,94.066189
North-Eastern Region,Arunachal Pradesh,Upper Siang,2018,Q1,126,186610.66988095018,28.73120455,95.03773151
North-Eastern Region,Arunachal Pradesh,Tirap,2018,Q1,945,1064265.0002443574,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q1,14224,32555848.462331478,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,Kurung Kumey,2018,Q1,84,99416.58027150274,27.98636765,93.15783469
North-Eastern Region,Arunachal Pradesh,Siang,2018,Q1,252,339471.80434222345,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Siang,2018,Q1,1292,2337960.7148240386,27.80069825,94.56502334
North-Eastern Region,Arunachal Pradesh,Kra Daadi,2018,Q1,207,495375.1454853307,27.96354175,93.76656539
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q1,3195,5380749.415278763,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Pakke Kessang,2018,Q1,9,9131.404205737199,27.145754,93.245956
North-Eastern Region,Arunachal Pradesh,Dibang Valley,2018,Q1,2,169.88856537681642,28.0463795,95.6622503
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q1,5787,9540632.547015157,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q1,3286,5533620.186295529,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Upper Subansiri,2018,Q1,735,1358367.5018580484,28.3,94.0
North-Eastern Region,Arunachal Pradesh,East Kameng,2018,Q1,529,473824.76595106337,27.3,93.05
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q1,3747,11496949.54576835,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Lepa Rada,2018,Q1,288,403149.46702687367,27.915096,94.715326
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q1,2334,5055665.022950603,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q1,1400,2162984.705083958,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2018,Q2,1827,2561237.506207262,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2018,Q2,1666,4113742.04406352,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q2,4634,10271170.165521314,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q2,2579,7610989.567485569,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Kamle,2018,Q2,12,23654.058373191845,27.761387,94.066189
North-Eastern Region,Arunachal Pradesh,Upper Siang,2018,Q2,240,494895.09277159756,28.73120455,95.03773151
North-Eastern Region,Arunachal Pradesh,Tirap,2018,Q2,1903,3126393.7649546335,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q2,25363,66520931.20355793,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,Kurung Kumey,2018,Q2,83,123737.2220411206,27.98636765,93.15783469
North-Eastern Region,Arunachal Pradesh,Anjaw,2018,Q2,7,7871.020814692305,28.1114301,96.82699963
North-Eastern Region,Arunachal Pradesh,Siang,2018,Q2,336,740232.6309634304,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Siang,2018,Q2,2292,2179451.657976534,27.80069825,94.56502334
North-Eastern Region,Arunachal Pradesh,Kra Daadi,2018,Q2,247,987135.9959717204,27.96354175,93.76656539
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q2,6066,13294258.50337311,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Pakke Kessang,2018,Q2,48,58359.57138935899,27.145754,93.245956
North-Eastern Region,Arunachal Pradesh,Dibang Valley,2018,Q2,68,65769.2036735354,28.0463795,95.6622503
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q2,10466,25521321.34140157,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q2,6363,15285584.202916935,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Upper Subansiri,2018,Q2,1285,2911910.3689207276,28.3,94.0
North-Eastern Region,Arunachal Pradesh,East Kameng,2018,Q2,522,1825297.4617279815,27.3,93.05
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q2,6962,20520618.881890118,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Lepa Rada,2018,Q2,511,731444.7370576829,27.915096,94.715326
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q2,5447,13722374.811357912,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q2,3230,6271811.327635023,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2018,Q3,2824,6074558.207066888,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2018,Q3,2346,5154231.737357968,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q3,5288,18327334.050755527,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q3,3337,12966152.792519316,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Kamle,2018,Q3,93,30504.94301319112,27.761387,94.066189
North-Eastern Region,Arunachal Pradesh,Upper Siang,2018,Q3,250,743956.1055720671,28.73120455,95.03773151
North-Eastern Region,Arunachal Pradesh,Tirap,2018,Q3,3322,7479257.007852319,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q3,43282,101080479.2917223,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,Kurung Kumey,2018,Q3,255,303027.4066451341,27.98636765,93.15783469
North-Eastern Region,Arunachal Pradesh,Anjaw,2018,Q3,13,95403.67678261214,28.1114301,96.82699963
North-Eastern Region,Arunachal Pradesh,Siang,2018,Q3,615,2141734.499956036,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Siang,2018,Q3,2625,3045590.882295873,27.80069825,94.56502334
North-Eastern Region,Arunachal Pradesh,Kra Daadi,2018,Q3,436,1606758.4080739785,27.96354175,93.76656539
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q3,10162,20494174.949715402,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Pakke Kessang,2018,Q3,165,305164.81707575504,27.145754,93.245956
North-Eastern Region,Arunachal Pradesh,Dibang Valley,2018,Q3,29,196466.66696677107,28.0463795,95.6622503
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q3,17026,48528147.45054105,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q3,10539,24885270.773230057,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Upper Subansiri,2018,Q3,1601,4223297.613673143,28.3,94.0
North-Eastern Region,Arunachal Pradesh,East Kameng,2018,Q3,1029,3132863.590645522,27.3,93.05
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q3,11595,32702331.664437763,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Lepa Rada,2018,Q3,523,1777602.4370017413,27.915096,94.715326
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q3,8715,25733824.994109266,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q3,5076,10698272.774381302,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2018,Q4,4227,10951332.393937869,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2018,Q4,3735,8884930.591487257,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Longding,2018,Q4,6581,22545311.85089966,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,West Siang,2018,Q4,3813,14013986.244825875,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Kamle,2018,Q4,247,361497.05682825705,27.761387,94.066189
North-Eastern Region,Arunachal Pradesh,Upper Siang,2018,Q4,1041,2157332.9473089008,28.73120455,95.03773151
North-Eastern Region,Arunachal Pradesh,Tirap,2018,Q4,5725,10811742.670586085,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2018,Q4,55224,154875448.20778143,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,Kurung Kumey,2018,Q4,444,759686.7195777439,27.98636765,93.15783469
North-Eastern Region,Arunachal Pradesh,Anjaw,2018,Q4,273,495578.19942643447,28.1114301,96.82699963
North-Eastern Region,Arunachal Pradesh,Siang,2018,Q4,822,2176630.237443937,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Siang,2018,Q4,2883,4533291.201383284,27.80069825,94.56502334
North-Eastern Region,Arunachal Pradesh,Kra Daadi,2018,Q4,750,3254327.442489025,27.96354175,93.76656539
North-Eastern Region,Arunachal Pradesh,Changlang,2018,Q4,13950,32343047.413952358,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Pakke Kessang,2018,Q4,297,462143.5189972004,27.145754,93.245956
North-Eastern Region,Arunachal Pradesh,Dibang Valley,2018,Q4,40,97205.28808666342,28.0463795,95.6622503
North-Eastern Region,Arunachal Pradesh,West Kameng,2018,Q4,25439,89194886.84322134,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Shi Yomi,2018,Q4,61,42483.80153055695,28.538687,94.390842
North-Eastern Region,Arunachal Pradesh,East Siang,2018,Q4,12893,34272134.344916776,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Upper Subansiri,2018,Q4,2686,8771042.079749444,28.3,94.0
North-Eastern Region,Arunachal Pradesh,East Kameng,2018,Q4,1750,5936855.710462087,27.3,93.05
North-Eastern Region,Arunachal Pradesh,Lohit,2018,Q4,14268,40510521.949797615,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Lepa Rada,2018,Q4,932,3023578.1893019043,27.915096,94.715326
North-Eastern Region,Arunachal Pradesh,Tawang,2018,Q4,11104,35921510.89403269,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2018,Q4,7244,17643523.29373534,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2019,Q1,6314,13738776.18143886,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2019,Q1,4994,12615032.122891838,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Longding,2019,Q1,7287,25349462.055245366,26.8794546,95.31556525
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q1,5921,19426751.301233895,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Kamle,2019,Q1,391,725807.1059240355,27.761387,94.066189
North-Eastern Region,Arunachal Pradesh,Upper Siang,2019,Q1,1154,2756678.3077581595,28.73120455,95.03773151
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q1,6877,14075747.836402504,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q1,70941,188556716.3567257,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,Kurung Kumey,2019,Q1,740,2076644.1215012982,27.98636765,93.15783469
North-Eastern Region,Arunachal Pradesh,Anjaw,2019,Q1,2116,4643030.795590812,28.1114301,96.82699963
North-Eastern Region,Arunachal Pradesh,Siang,2019,Q1,1282,2552682.037255951,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Siang,2019,Q1,3565,6923301.927893572,27.80069825,94.56502334
North-Eastern Region,Arunachal Pradesh,Kra Daadi,2019,Q1,1070,3797175.4842446605,27.96354175,93.76656539
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q1,17589,40239141.669717625,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Pakke Kessang,2019,Q1,545,1682922.8373646357,27.145754,93.245956
North-Eastern Region,Arunachal Pradesh,Dibang Valley,2019,Q1,102,301591.38639926765,28.0463795,95.6622503
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q1,34289,101333633.67604163,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Shi Yomi,2019,Q1,19,212989.63045272,28.538687,94.390842
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q1,15621,39284373.05409969,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Upper Subansiri,2019,Q1,3880,14105451.853243299,28.3,94.0
North-Eastern Region,Arunachal Pradesh,East Kameng,2019,Q1,2688,9107597.731491327,27.3,93.05
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q1,15896,42834776.778045304,27.8239052,95.861898
